33|JAWA TENGAH
33.09.14.2007|Sranten
33.09.14.2008|Grogolan
33.09.14.2009|Mojosari
33.09.14.2010|Pengkol
33.09.14.2011|Karangkepoh
33.09.14.2012|Sendang
33.09.14.2013|Kebonan
33.09.14.2014|Klari
33.09.14.2015|Bangkok
33.09.14.2016|Dologan
33.09.15|Klego
33.09.15.2001|Kalangan
33.09.15.2002|Sendangrejo
33.09.15.2003|Tanjung
33.09.15.2004|Jaten
33.09.15.2005|Blumbang
33.09.15.2006|Sangge
33.09.15.2007|Banyuurip
33.09.15.2008|Bade
33.09.15.2009|Klego
33.09.15.2010|Gondanglegi
33.09.15.2011|Karanggatak
33.09.15.2012|Sumberagung
33.09.15.2013|Karangmojo
33.09.16|Andong
33.09.16.2001|Pakel
33.09.16.2002|Gondangrawe
33.09.16.2003|Sempu
33.09.16.2004|Beji
33.09.16.2005|Mojo
33.09.16.2006|Senggrong
33.09.16.2007|Kedungdowo
33.09.16.2008|Kacangan
33.09.16.2009|Andong
33.09.16.2010|Munggur
33.09.16.2011|Pakang
33.09.16.2012|Pranggong
33.09.16.2013|Kunti
33.09.16.2014|Pelemrejo
33.09.16.2015|Semawung
33.09.16.2016|Kadipaten
33.09.17|Kemusu
33.09.17.2001|Watugede
33.09.17.2002|Kedungrejo
33.09.17.2003|Sarimulyo
33.09.17.2004|Klewor
33.09.17.2005|Bawu
33.09.17.2006|Kendel
33.09.17.2007|Kauman
33.09.17.2008|Lemahireng
33.09.17.2009|Guwo
33.09.17.2010|Kemusu
33.09.17.2011|Genengsari
33.09.17.2012|Kedungmulyo
33.09.17.2013|Wonoharjo
33.09.18|Wonosegoro
33.09.18.2002|Karangjati
33.09.18.2003|Ketoyan
33.09.18.2004|Bolo
33.09.18.2005|Banyusri
33.09.18.2006|Gosono
33.09.18.2007|Wonosegoro
33.09.18.2008|Bandung
33.09.18.2014|Bojong
33.09.19|Juwangi
33.09.19.1006|Sambeng
33.09.19.2001|Krobokan
33.09.19.2002|Ngaren
33.09.19.2003|Kalimati
33.09.19.2004|Kayen
33.09.19.2005|Jerukan
33.09.19.2007|Pilangrejo
33.09.19.2008|Cerme
33.09.19.2009|Juwangi
33.09.19.2010|Ngleses
33.09.20|Gladagsari
33.09.20.2001|Seboto
33.09.20.2002|Kaligentong
33.09.20.2003|Gladagsari
33.09.20.2004|Kembang
33.09.20.2005|Ngagrong
33.09.20.2006|Candisari
33.09.20.2007|Ngargoloka
33.09.20.2008|Sampetan
33.09.20.2009|Ngadirojo
33.09.20.2010|Jlarem
33.09.21|Tamansari
33.09.21.2001|Lampar
33.09.21.2002|Dragan
33.09.21.2003|Karanganyar
33.09.21.2004|Jemowo
33.09.21.2005|Sumur
33.09.21.2006|Sangup
33.09.21.2007|Mriyan
33.09.21.2008|Lanjaran
33.09.21.2009|Karangkendal
33.09.21.2010|Keposong
33.09.22|Wonosamodro
33.09.22.2001|Ngablak
33.09.22.2002|Kedungpilang
33.09.22.2003|Kalinanas
33.09.22.2004|Gilirejo
33.09.22.2005|Jatilawang
33.09.22.2006|Garangan
33.09.22.2007|Bercak
33.09.22.2008|Bengle
33.09.22.2009|Gunungsari
33.09.22.2010|Repaking
33.10|KAB. KLATEN
33.10.01|Prambanan
33.10.01.2001|Sengon
33.10.01.2002|Cucukan
33.10.01.2003|Kotesan
33.10.01.2004|Pereng
33.10.01.2005|Kebondalem Kidul
33.10.01.2006|Tlogo
33.10.01.2007|Taji
33.10.01.2008|Sanggrahan
33.10.01.2009|Geneng
33.10.01.2010|Kemudo
33.10.01.2011|Bugisan
33.10.01.2012|Kokosan
33.10.01.2013|Kebondalem Lor
33.10.01.2014|Brajan
33.10.01.2015|Randusari
33.10.01.2016|Joho
33.10.02|Gantiwarno
33.10.02.2001|Gentan
33.10.02.2002|Karangturi
33.10.02.2003|Jogoprayan
33.10.02.2004|Kragilan
33.10.02.2005|Ngandong
33.10.02.2006|Kerten
33.10.02.2007|Katekan
33.10.02.2008|Sawit
33.10.02.2009|Muruh
33.10.02.2010|Mutihan
33.10.02.2011|Baturan
33.10.02.2012|Mlese
33.10.02.2013|Gesikan
33.10.02.2014|Jabung
33.10.02.2015|Towangsan
33.10.02.2016|Ceporan
33.10.03|Wedi
33.10.03.2001|Pesu
33.10.03.2002|Dengkeng
33.10.03.2003|Pacing
33.10.03.2004|Kadilanggon
33.10.03.2005|Kaligayam
33.10.03.2006|Melikan
33.10.03.2007|Jiwowetan
33.10.03.2008|Brangkal
33.10.03.2009|Pasung
33.10.03.2010|Tanjungan
33.10.03.2011|Canan
33.10.03.2012|Kalitengah
33.10.03.2013|Gadungan
33.10.03.2014|Pandes
33.10.03.2015|Birit
33.10.03.2016|Sukorejo
33.10.03.2017|Sembung
33.10.03.2018|Trotok
33.10.03.2019|Kadibolo
33.10.04|Bayat
33.10.04.2001|Ngerangan
33.10.04.2002|Jambakan
33.10.04.2003|Dukuh
33.10.04.2004|Jarum
33.10.04.2005|Nengahan
33.10.04.2006|Bogem
33.10.04.2007|Paseban
33.10.04.2008|Krikilan
33.10.04.2009|Beluk
33.10.04.2010|Banyuripan
33.10.04.2011|Gununggajah
33.10.04.2012|Tegalrejo
33.10.04.2013|Talang
33.10.04.2014|Tawangrejo
33.10.04.2015|Kebon
33.10.04.2016|Jotangan
33.10.04.2017|Krakitan
33.10.04.2018|Wiro
33.10.05|Cawas
33.10.05.2001|Karangasem
33.10.05.2002|Burikan
33.10.05.2003|Nanggulan
33.10.05.2004|Bendungan
33.10.05.2005|Tugu
33.10.05.2006|Kedungampel
33.10.05.2007|Bawak
33.10.05.2008|Barepan
33.10.05.2009|Pakisan
33.10.05.2010|Balak
33.10.05.2011|Cawas
33.10.05.2012|Plosowangi
33.10.05.2013|Baran
33.10.05.2014|Tirtomarto
33.10.05.2015|Japanan
33.10.05.2016|Tlingsing
33.10.05.2017|Mlese
33.10.05.2018|Gombang
33.10.05.2019|Pogung
33.10.05.2020|Bogor
33.10.06|Trucuk
33.10.06.2001|Karangpakel
33.10.06.2002|Wanglu
33.10.06.2003|Trucuk
33.10.06.2004|Kalikebo
33.10.06.2005|Gaden
33.10.06.2006|Planggu
33.10.06.2007|Pundungsari
33.10.06.2008|Sajen
33.10.06.2009|Puluhan
33.10.06.2010|Kradenan
33.10.06.2011|Sabranglor
33.10.06.2012|Jatipuro
33.10.06.2013|Wonosari
33.10.06.2014|Mireng
33.10.06.2015|Bero
33.10.06.2016|Mandong
33.10.06.2017|Sumber
33.10.06.2018|Palar
33.10.07|Kebonarum
33.10.07.2001|Gondang
33.10.07.2002|Basin
33.10.07.2003|Pluneng
33.10.07.2004|Ngrundul
33.10.07.2005|Malangjiwan
33.10.07.2006|Karangduren
33.10.07.2007|Menden
33.10.08|Jogonalan
33.10.08.2001|Pakahan
33.10.08.2002|Ngering
33.10.08.2003|Rejoso
33.10.08.2004|Titang
33.10.08.2005|Somopuro
33.10.08.2006|Tangkisan Pos
33.10.08.2007|Gondangan
33.10.08.2008|Bakung
33.10.08.2009|Sumyang
33.10.08.2010|Karangdukuh
33.10.08.2011|Plawikan
33.10.08.2012|Kraguman
33.10.08.2013|Granting
33.10.08.2014|Prawatan
33.10.08.2015|Wonoboyo
33.10.08.2016|Dompyongan
33.10.08.2017|Joton
33.10.08.2018|Tambakan
33.10.09|Manisrenggo
33.10.09.2001|Nangsri
33.10.09.2002|Barukan
33.10.09.2003|Borangan
33.10.09.2004|Sukorini
33.10.09.2005|Ngemplakseneng
33.10.09.2006|Sapen
33.10.09.2007|Kecemen
33.10.09.2008|Tijayan
33.10.09.2009|Bendan
33.10.09.2010|Tanjungsari
33.10.09.2011|Solodiran
33.10.09.2012|Taskombang
33.10.09.2013|Kranggan
33.10.09.2014|Kebonalas
33.10.09.2015|Leses
33.10.09.2016|Kepurun
33.10.10|Karangnongko
33.10.10.2001|Gumul
33.10.10.2002|Banyuaeng
33.10.10.2003|Kadilajo
33.10.10.2004|Somokaton
33.10.10.2005|Jetis
33.10.10.2006|Karangnongko
33.10.10.2007|Jagalan
33.10.10.2008|Demakijo
33.10.10.2009|Blimbing
33.10.10.2010|Kanoman
33.10.10.2011|Gemampir
33.10.10.2012|Jiwan
33.10.10.2013|Logede
33.10.10.2014|Ngemplak
33.10.11|Ceper
33.10.11.2001|Srebegan
33.10.11.2002|Kajen
33.10.11.2003|Jambukidul
33.10.11.2004|Kujon
33.10.11.2005|Pokak
33.10.11.2006|Pasungan
33.10.11.2007|Mlese
33.10.11.2008|Jombor
33.10.11.2009|Meger
33.10.11.2010|Dlimas
33.10.11.2011|Jambukulon
33.10.11.2012|Ceper
33.10.11.2013|Kurung
33.10.11.2014|Cetan
33.10.11.2015|Tegalrejo
33.10.11.2016|Ngawonggo
33.10.11.2017|Klepu
33.10.11.2018|Kuncen
33.10.12|Pedan
33.10.12.2001|Temuwangi
33.10.12.2002|Beji
33.10.12.2003|Ngaren
33.10.12.2004|Jatimulyo
33.10.12.2005|Jetiswetan
33.10.12.2006|Keden
33.10.12.2007|Bendo
33.10.12.2008|Tambakboyo
33.10.12.2009|Kedungan
33.10.12.2010|Sobayan
33.10.12.2011|Kalangan
33.10.12.2012|Troketon
33.10.12.2013|Kaligawe
33.10.12.2014|Lemahireng
33.10.13|Karangdowo
33.10.13.2001|Tulas
33.10.13.2002|Bulusan
33.10.13.2003|Ringinputih
33.10.13.2004|Soka
33.10.13.2005|Tumpukan
33.10.13.2006|Karangjoho
33.10.13.2007|Demangan
33.10.13.2008|Tambak
33.10.13.2009|Karangdowo
33.10.13.2010|Munggung
33.10.13.2011|Sentono
33.10.13.2012|Pugeran
33.10.13.2013|Ngolodono
33.10.13.2014|Karangwungu
33.10.13.2015|Karangtalun
33.10.13.2016|Babadan
33.10.13.2017|Tegalampel
33.10.13.2018|Bakungan
33.10.13.2019|Kupang
33.10.14|Juwiring
33.10.14.2001|Trasan
33.10.14.2002|Sawahan
33.10.14.2003|Juwiran
33.10.14.2004|Jetis
33.10.14.2005|Ketitang
33.10.14.2006|Gondangsari
33.10.14.2007|Serenan
33.10.14.2008|Tlogorandu
33.10.14.2009|Bolopleret
33.10.14.2010|Tanjung
33.10.14.2011|Kenaiban
33.10.14.2012|Bulurejo
33.10.14.2013|Jaten
33.10.14.2014|Mrisen
33.10.14.2015|Pundungan
33.10.14.2016|Juwiring
33.10.14.2017|Kwarasan
33.10.14.2018|Carikan
33.10.14.2019|Taji
33.10.15|Wonosari
33.10.15.2001|Sidowarno
33.10.15.2002|Bener
33.10.15.2003|Gunting
33.10.15.2004|Kingkang
33.10.15.2005|Jelobo
33.10.15.2006|Lumbungkerep
33.10.15.2007|Ngreden
33.10.15.2008|Bulan
33.10.15.2009|Boto
33.10.15.2010|Wadunggetas
33.10.15.2011|Tegalgondo
33.10.15.2012|Bolali
33.10.15.2013|Sukorejo
33.10.15.2014|Sekaran
33.10.15.2015|Bentangan
33.10.15.2016|Duwet
33.10.15.2017|Pandanan
33.10.15.2018|Teloyo
33.10.16|Delanggu
33.10.16.2001|Dukuh
33.10.16.2002|Jetis
33.10.16.2003|Butuhan
33.10.16.2004|Banaran
33.10.16.2005|Bowan
33.10.16.2006|Sribit
33.10.16.2007|Mendak
33.10.16.2008|Krecek
33.10.16.2009|Karang
33.10.16.2010|Sabrang
33.10.16.2011|Tlobong
33.10.16.2012|Gatak
33.10.16.2013|Delanggu
33.10.16.2014|Kepanjen
33.10.16.2015|Segaran
33.10.16.2016|Sidomulyo
33.10.17|Polanharjo
33.10.17.2001|Glagahwangi
33.10.17.2002|Kapungan
33.10.17.2003|Kahuman
33.10.17.2004|Ngaran
33.10.17.2005|Borongan
33.10.17.2006|Nganjat
33.10.17.2007|Jimus
33.10.17.2008|Turus
33.10.17.2009|Polan
33.10.17.2010|Karanglo
33.10.17.2011|Ponggok
33.10.17.2012|Wangen
33.10.17.2013|Keprabon
33.10.17.2014|Kranggan
33.10.17.2015|Kebonharjo
33.10.17.2016|Janti
33.10.17.2017|Sidowayah
33.10.17.2018|Sidoharjo
33.10.18|Karanganom
33.10.18.2001|Jambeyan
33.10.18.2002|Jungkare
33.10.18.2003|Kadirejo
33.10.18.2004|Tarubasan
33.10.18.2005|Troso
33.10.18.2006|Blanceran
33.10.18.2007|Kunden
33.10.18.2008|Brangkal
33.10.18.2009|Beku
33.10.18.2010|Karangan
33.10.18.2011|Karanganom
33.10.18.2012|Padas
33.10.18.2013|Soropaten
33.10.18.2014|Jurangjero
33.10.18.2015|Ngabeyan
33.10.18.2016|Gledeg
33.10.18.2017|Gempol
33.10.18.2018|Pondok
33.10.18.2019|Jeblog
33.10.19|Tulung
33.10.19.2001|Mundu
33.10.19.2002|Sedayu
33.10.19.2003|Pomah
33.10.19.2004|Bono
33.10.19.2005|Kiringan
33.10.19.2006|Majegan
33.10.19.2007|Dalangan
33.10.19.2008|Gedongjetis
33.10.19.2009|Sorogaten
33.10.19.2010|Beji
33.10.19.2011|Kemiri
33.10.19.2012|Sudimoro
33.10.19.2013|Tulung
33.10.19.2014|Malangan
33.10.19.2015|Pucangmiliran
33.10.19.2016|Cokro
33.10.19.2017|Daleman
33.10.19.2018|Wunut
33.10.20|Jatinom
33.10.20.1015|Jatinom
33.10.20.2001|Beteng
33.10.20.2002|Randulanang
33.10.20.2003|Mranggen
33.10.20.2004|Jemawan
33.10.20.2005|Gedaren
33.10.20.2006|Cawan
33.10.20.2007|Tibayan
33.10.20.2008|Bengking
33.10.20.2009|Temuireng
33.10.20.2010|Bandungan
33.10.20.2011|Kayumas
33.10.20.2012|Socokangsi
33.10.20.2013|Glagah
33.10.20.2014|Krajan
33.10.20.2016|Bonyokan
33.10.20.2017|Pandeyan
33.10.20.2018|Puluhan
33.10.21|Kemalang
33.10.21.2001|Bawukan
33.10.21.2002|Talun
33.10.21.2003|Panggang
33.10.21.2004|Balerante
33.10.21.2005|Sidorejo
33.10.21.2006|Tegalmulyo
33.10.21.2007|Tlogowatu
33.10.21.2008|Tangkil
33.10.21.2009|Bumiharjo
33.10.21.2010|Kendalsari
33.10.21.2011|Dompol
33.10.21.2012|Kemalang
33.10.21.2013|Keputran
33.10.22|Ngawen
33.10.22.2001|Manjung
33.10.22.2002|Gatak
33.10.22.2003|Duwet
33.10.22.2004|Senden
33.10.22.2005|Ngawen
33.10.22.2006|Kahuman
33.10.22.2007|Pepe
33.10.22.2008|Manjungan
33.10.22.2009|Kwaren
33.10.22.2010|Mayungan
33.10.22.2011|Tempursari
33.10.22.2012|Candirejo
33.10.22.2013|Drono
33.10.23|Kalikotes
33.10.23.2001|Jimbung
33.10.23.2002|Ngemplak
33.10.23.2003|Kalikotes
33.10.23.2004|Krajan
33.10.23.2005|Tambongwetan
33.10.23.2006|Jogosetran
33.10.23.2007|Gemblegan
33.10.24|Klaten Utara
33.10.24.1002|Barenglor
33.10.24.1007|Gergunung
33.10.24.2001|Sekarsuli
33.10.24.2003|Karanganom
33.10.24.2004|Ketandan
33.10.24.2005|Belangwetan
33.10.24.2006|Jonggrangan
33.10.24.2008|Jebugan
33.10.25|Klaten Tengah
33.10.25.1001|Bareng
33.10.25.1002|Kabupaten
33.10.25.1003|Klaten
33.10.25.1004|Tonggalan
33.10.25.1006|Buntalan
33.10.25.1008|Mojayan
33.10.25.2005|Semangkak
33.10.25.2007|Jomboran
33.10.25.2009|Gumulan
33.10.26|Klaten Selatan
33.10.26.1009|Gayamprit
33.10.26.2001|Kajoran
33.10.26.2002|Glodogan
33.10.26.2003|Ngalas
33.10.26.2004|Danguran
33.10.26.2005|Trunuh
33.10.26.2006|Sumberejo
33.10.26.2007|Merbung
33.10.26.2008|Tegalyoso
33.10.26.2010|Karanglo
33.10.26.2011|Nglinggi
33.10.26.2012|Jetis
33.11|KAB. SUKOHARJO
33.11.01|Weru
33.11.01.2001|Grogol
33.11.01.2002|Karangtengah
33.11.01.2003|Karangwuni
33.11.01.2004|Krajan
33.11.01.2005|Jatingarang
33.11.01.2006|Karanganyar
33.11.01.2007|Alasombo
33.11.01.2008|Karangmojo
33.11.01.2009|Weru
33.11.01.2010|Karakan
33.11.01.2011|Tegalsari
33.11.01.2012|Tawang
33.11.01.2013|Ngreco
33.11.02|Bulu
33.11.02.2001|Sanggang
33.11.02.2002|Kamal
33.11.02.2003|Gentan
33.11.02.2004|Kedungsono
33.11.02.2005|Tiyaran
33.11.02.2006|Karangasem
33.11.02.2007|Bulu
33.11.02.2008|Kunden
33.11.02.2009|Puron
33.11.02.2010|Malangan
33.11.02.2011|Lengking
33.11.02.2012|Ngasinan
33.11.03|Tawangsari
33.11.03.2001|Pundungrejo
33.11.03.2002|Watubonang
33.11.03.2003|Kedungjambal
33.11.03.2004|Grajegan
33.11.03.2005|Lorog
33.11.03.2006|Kateguhan
33.11.03.2007|Dalangan
33.11.03.2008|Pojok
33.11.03.2009|Tangkisan
33.11.03.2010|Ponowaren
33.11.03.2011|Majasto
33.11.03.2012|Tambakboyo
33.11.04|Sukoharjo
33.11.04.1001|Kenep
33.11.04.1002|Banmati
33.11.04.1003|Mandan
33.11.04.1004|Begajah
33.11.04.1005|Gayam
33.11.04.1006|Joho
33.11.04.1007|Jetis
33.11.04.1008|Combongan
33.11.04.1009|Kriwen
33.11.04.1010|Bulakan
33.11.04.1011|Dukuh
33.11.04.1012|Sukoharjo
33.11.04.1013|Bulakrejo
33.11.04.1014|Sonorejo
33.11.05|Nguter
33.11.05.2001|Tanjungrejo
33.11.05.2002|Jangglengan
33.11.05.2003|Serut
33.11.05.2004|Juron
33.11.05.2005|Celep
33.11.05.2006|Pengkol
33.11.05.2007|Gupit
33.11.05.2008|Plesan
33.11.05.2009|Kedungwinong
33.11.05.2010|Nguter
33.11.05.2011|Baran
33.11.05.2012|Daleman
33.11.05.2013|Lawu
33.11.05.2014|Tanjung
33.11.05.2015|Pondok
33.11.05.2016|Kepuh
33.11.06|Bendosari
33.11.06.1001|Jombor
33.11.06.2002|Toriyo
33.11.06.2003|Mulur
33.11.06.2004|Jagan
33.11.06.2005|Manisharjo
33.11.06.2006|Cabeyan
33.11.06.2007|Puhgogor
33.11.06.2008|Paluhombo
33.11.06.2009|Bendosari
33.11.06.2010|Mojorejo
33.11.06.2011|Mertan
33.11.06.2012|Sugihan
33.11.06.2013|Sidorejo
33.11.06.2014|Gentan
33.11.07|Polokarto
33.11.07.2001|Pranan
33.11.07.2002|Karangwuni
33.11.07.2003|Bugel
33.11.07.2004|Ngombakan
33.11.07.2005|Bakalan
33.11.07.2006|Godog
33.11.07.2007|Kemasan
33.11.07.2008|Kenokorejo
33.11.07.2009|Tepisari
33.11.07.2010|Bulu
33.11.07.2011|Rejosari
33.11.07.2012|Polokarto
33.11.07.2013|Mranggen
33.11.07.2014|Wonorejo
33.11.07.2015|Jatisobo
33.11.07.2016|Kayuapak
33.11.07.2017|Genengsari
33.11.08|Mojolaban
33.11.08.2001|Laban
33.11.08.2002|Tegalmade
33.11.08.2003|Wirun
33.11.08.2004|Bekonang
33.11.08.2005|Cangkol
33.11.08.2006|Klumprit
33.11.08.2007|Kragilan
33.11.08.2008|Sapen
33.11.08.2009|Joho
33.11.08.2010|Demakan
33.11.08.2011|Dukuh
33.11.08.2012|Plumbon
33.11.08.2013|Gadingan
33.11.08.2014|Palur
33.11.08.2015|Triyagan
33.11.09|Grogol
33.11.09.2001|Pandeyan
33.11.09.2002|Telukan
33.11.09.2003|Parangjoro
33.11.09.2004|Pondok
33.11.09.2005|Langenharjo
33.11.09.2006|Gedangan
33.11.09.2007|Madegondo
33.11.09.2008|Grogol
33.11.09.2009|Kadokan
33.11.09.2010|Kwarasan
33.11.09.2011|Sanggrahan
33.11.09.2012|Manang
33.11.09.2013|Banaran
33.11.09.2014|Cemani
33.11.10|Baki
33.11.10.2001|Ngrombo
33.11.10.2002|Mancasan
33.11.10.2003|Gedongan
33.11.10.2004|Jetis
33.11.10.2005|Bentakan
33.11.10.2006|Kudu
33.11.10.2007|Kadilangu
33.11.10.2008|Bakipandeyan
33.11.10.2009|Menuran
33.11.10.2010|Duwet
33.11.10.2011|Siwal
33.11.10.2012|Waru
33.11.10.2013|Gentan
33.11.10.2014|Purbayan
33.11.11|Gatak
33.11.11.2001|Sanggung
33.11.11.2002|Kagokan
33.11.11.2003|Blimbing
33.11.11.2004|Krajan
33.11.11.2005|Geneng
33.11.11.2006|Jati
33.11.11.2007|Trosemi
33.11.11.2008|Luwang
33.11.11.2009|Klaseman
33.11.11.2010|Tempel
33.11.11.2011|Sraten
33.11.11.2012|Wironanggan
33.11.11.2013|Trangsan
33.11.11.2014|Mayang
33.11.12|Kartasura
33.11.12.1002|Kartasura
33.11.12.1004|Ngadirejo
33.11.12.2001|Pucangan
33.11.12.2003|Ngemplak
33.11.12.2005|Gumpang
33.11.12.2006|Makamhaji
33.11.12.2007|Pabelan
33.11.12.2008|Gonilan
33.11.12.2009|Singopuran
33.11.12.2010|Ngabeyan
33.11.12.2011|Wirogunan
33.11.12.2012|Kertonatan
33.12|KAB. WONOGIRI
33.12.01|Pracimantoro
33.12.01.1009|Gedong
33.12.01.2001|Sumberagung
33.12.01.2002|Joho
33.12.01.2003|Petirsari
33.12.01.2004|Gambirmanis
33.12.01.2005|Suci
33.12.01.2006|Sambiroto
33.12.01.2007|Watangrejo
33.12.01.2008|Pracimantoro
33.12.01.2010|Sedayu
33.12.01.2011|Jimbar
33.12.01.2012|Banaran
33.12.01.2013|Trukan
33.12.01.2014|Tubokarto
33.12.01.2015|Lebak
33.12.01.2016|Gebangharjo
33.12.01.2017|Glinggang
33.12.01.2018|Wonodadi
33.12.02|Giritontro
33.12.02.1004|Bayemharjo
33.12.02.1006|Giritontro
33.12.02.2001|Ngargoharjo
33.12.02.2002|Tlogosari
33.12.02.2003|Tlogoharjo
33.12.02.2005|Jatirejo
33.12.02.2007|Pucanganom
33.12.03|Giriwoyo
33.12.03.1002|Girikikis
33.12.03.1011|Giriwoyo
33.12.03.2001|Tirtosuworo
33.12.03.2003|Guwotirto
33.12.03.2004|Ngancar
33.12.03.2005|Bulurejo
33.12.03.2006|Gedongrejo
33.12.03.2007|Pidekso
33.12.03.2008|Tukulrejo
33.12.03.2009|Bumiharjo
33.12.03.2010|Selomarto
33.12.03.2012|Sejati
33.12.03.2013|Sendangagung
33.12.03.2014|Platarejo
33.12.03.2015|Sirnoboyo
33.12.03.2016|Tawangharjo
33.12.04|Batuwarno
33.12.04.1008|Selopuro
33.12.04.2001|Sendangsari
33.12.04.2002|Tegiri
33.12.04.2003|Batuwarno
33.12.04.2004|Sumberejo
33.12.04.2005|Ronggojati
33.12.04.2006|Sumberagung
33.12.04.2007|Kudi
33.12.05|Tirtomoyo
33.12.05.1010|Tirtomoyo
33.12.05.1012|Ngarjosari
33.12.05.2001|Hargosari
33.12.05.2002|Dlepih
33.12.05.2003|Wiroko
33.12.05.2004|Sukoharjo
33.12.05.2005|Hargorejo
33.12.05.2006|Sidorejo
33.12.05.2007|Genengharjo
33.12.05.2008|Girirejo
33.12.05.2009|Hargantoro
33.12.05.2011|Banyakprodo
33.12.05.2013|Sendangmulyo
33.12.05.2014|Tanjungsari
33.12.06|Nguntoronadi
33.12.06.1004|Kedungrejo
33.12.06.1008|Beji
33.12.06.2001|Wonoharjo
33.12.06.2002|Bulurejo
33.12.06.2003|Kulurejo
33.12.06.2005|Semin
33.12.06.2006|Bumiharjo
33.12.06.2007|Gebang
33.12.06.2009|Pondoksari
33.12.06.2010|Ngadiroyo
33.12.06.2011|Ngadipiro
33.12.07|Baturetno
33.12.07.2001|Glesungrejo
33.12.07.2002|Balepanjang
33.12.07.2003|Watuagung
33.12.07.2004|Belikurip
33.12.07.2005|Baturetno
33.12.07.2006|Gambiranom
33.12.07.2007|Talunombo
33.12.07.2008|Saradan
33.12.07.2009|Temon
33.12.07.2010|Setrorejo
33.12.07.2011|Sendangrejo
33.12.07.2012|Boto
33.12.07.2013|Kedungombo
33.12.08|Eromoko
33.12.08.1003|Puloharjo
33.12.08.1009|Ngadirejo
33.12.08.2001|Basuhan
33.12.08.2002|Pucung
33.12.08.2004|Sindukarto
33.12.08.2005|Panekan
33.12.08.2006|Baleharjo
33.12.08.2007|Sumberharjo
33.12.08.2008|Minggarharjo
33.12.08.2010|Tegalharjo
33.12.08.2011|Eromoko
33.12.08.2012|Ngunggahan
33.12.08.2013|Tempurharjo
33.12.08.2014|Pasekan
33.12.08.2015|Ngandong
33.12.09|Wuryantoro
33.12.09.1003|Mojopuro
33.12.09.1007|Wuryantoro
33.12.09.2001|Genukharjo
33.12.09.2002|Sumberejo
33.12.09.2004|Mlopoharjo
33.12.09.2005|Pulutan Kulon
33.12.09.2006|Pulutan Wetan
33.12.09.2008|Gumiwang Lor
33.12.10|Manyaran
33.12.10.1006|Pagutan
33.12.10.1007|Punduhsari
33.12.10.2001|Kepuhsari
33.12.10.2002|Pijiharjo
33.12.10.2003|Bero
33.12.10.2004|Gunungan
33.12.10.2005|Karanglor
33.12.11|Selogiri
33.12.11.1007|Kaliancar
33.12.11.2001|Pare
33.12.11.2002|Keloran
33.12.11.2003|Kepatihan
33.12.11.2004|Pule
33.12.11.2005|Jendi
33.12.11.2006|Singodutan
33.12.11.2008|Gemantar
33.12.11.2009|Jaten
33.12.11.2010|Nambangan
33.12.11.2011|Sendangijo
33.12.12|Wonogiri
33.12.12.1002|Wuryorejo
33.12.12.1003|Giritirto
33.12.12.1006|Giripurwo
33.12.12.1007|Giriwono
33.12.12.1008|Wonoboyo
33.12.12.1015|Wonokarto
33.12.12.2001|Sendang
33.12.12.2004|Pokohkidul
33.12.12.2005|Purworejo
33.12.12.2009|Bulusulur
33.12.12.2010|Purwosari
33.12.12.2011|Wonoharjo
33.12.12.2012|Manjung
33.12.12.2013|Wonokerto
33.12.12.2014|Sonoharjo
33.12.13|Ngadirojo
33.12.13.1009|Mlokomanis Kulon
33.12.13.1010|Kasihan
33.12.13.2001|Gemawang
33.12.13.2002|Kerjo Kidul
33.12.13.2003|Gedong
33.12.13.2004|Pondok
33.12.13.2005|Kerjo Lor
33.12.13.2006|Ngadirojo Kidul
33.12.13.2007|Ngadirojo Lor
33.12.13.2008|Mlokomanis Wetan
33.12.13.2011|Jatimarto
33.12.14|Sidoharjo
33.12.14.1009|Kayuloko
33.12.14.1012|Sidoharjo
33.12.14.2001|Sempukerep
33.12.14.2002|Sembukan
33.12.14.2003|Tempursari
33.12.14.2004|Kebonagung
33.12.14.2005|Widoro
33.12.14.2006|Mojoreno
33.12.14.2007|Ngabeyan
33.12.14.2008|Kedunggupit
33.12.14.2010|Tremes
33.12.14.2011|Jatinom
33.12.15|Jatiroto
33.12.15.1009|Sanggrong
33.12.15.1014|Jatiroto
33.12.15.2001|Brenggolo
33.12.15.2002|Boto
33.12.15.2003|Guno
33.12.15.2004|Dawungan
33.12.15.2005|Ngelo
33.12.15.2006|Pingkuk
33.12.15.2007|Mojopuro
33.12.15.2008|Pesido
33.12.15.2010|Cangkring
33.12.15.2011|Pengkol
33.12.15.2012|Sugihan
33.12.15.2013|Duren
33.12.15.2015|Jatirejo
33.12.16|Kismantoro
33.12.16.1005|Kismantoro
33.12.16.1008|Gesing
33.12.16.2001|Pucung
33.12.16.2002|Plosorejo
33.12.16.2003|Bugelan
33.12.16.2004|Ngroto
33.12.16.2006|Miri
33.12.16.2007|Lemahbang
33.12.16.2009|Gambiranom
33.12.16.2010|Gedawung
33.12.17|Purwantoro
33.12.17.1002|Tegalrejo
33.12.17.1007|Purwantoro
33.12.17.2001|Biting
33.12.17.2003|Bangsri
33.12.17.2004|Sumber
33.12.17.2005|Joho
33.12.17.2006|Miricinde
33.12.17.2008|Gondang
33.12.17.2009|Kepyar
33.12.17.2010|Bakalan
33.12.17.2011|Ploso
