35|JAWA TIMUR
35.04.17.2004|Kedungwilut
35.04.17.2005|Suwaru
35.04.17.2006|Ngunggahan
35.04.17.2007|Suruhan Kidul
35.04.17.2008|Bandung
35.04.17.2009|Mergayu
35.04.17.2010|Sebalor
35.04.17.2011|Sukoharjo
35.04.17.2012|Soko
35.04.17.2013|Singgit
35.04.17.2014|Ngepeh
35.04.17.2015|Suruhan Lor
35.04.17.2016|Bulus
35.04.17.2017|Kesambi
35.04.17.2018|Gandong
35.04.18|Pakel
35.04.18.2001|Sambitan
35.04.18.2002|Bono
35.04.18.2003|Sukoanyar
35.04.18.2004|Duwet
35.04.18.2005|Tamban
35.04.18.2006|Ngebong
35.04.18.2007|Sodo
35.04.18.2008|Gombang
35.04.18.2009|Pakel
35.04.18.2010|Suwaluh
35.04.18.2011|Pecuk
35.04.18.2012|Bangunmulyo
35.04.18.2013|Kasreman
35.04.18.2014|Sanan
35.04.18.2015|Bangunjaya
35.04.18.2016|Ngrance
35.04.18.2017|Gebang
35.04.18.2018|Gesikan
35.04.18.2019|Gempolan
35.04.19|Tanggunggunung
35.04.19.2001|Kresikan
35.04.19.2002|Jengglungharjo
35.04.19.2003|Ngrejo
35.04.19.2004|Tanggunggunung
35.04.19.2005|Ngepoh
35.04.19.2006|Tenggarejo
35.04.19.2007|Pakisrejo
35.05|KAB. BLITAR
35.05.01|Wonodadi
35.05.01.2001|Jaten
35.05.01.2002|Salam
35.05.01.2003|Rejosari
35.05.01.2004|Kaliboto
35.05.01.2005|Wonodadi
35.05.01.2006|Tawangrejo
35.05.01.2007|Kebonagung
35.05.01.2008|Pikatan
35.05.01.2009|Gandekan
35.05.01.2010|Kunir
35.05.01.2011|Kolomayan
35.05.02|Udanawu
35.05.02.2001|Jati
35.05.02.2002|Temenggungan
35.05.02.2003|Besuki
35.05.02.2004|Tunjung
35.05.02.2005|Bakung
35.05.02.2006|Mangunan
35.05.02.2007|Karanggondang
35.05.02.2008|Ringinanom
35.05.02.2009|Sukorejo
35.05.02.2010|Slemanan
35.05.02.2011|Sumbersari
35.05.02.2012|Bendorejo
35.05.03|Srengat
35.05.03.1004|Togogan
35.05.03.1007|Srengat
35.05.03.1009|Dandong
35.05.03.1010|Kauman
35.05.03.2001|Karanggayam
35.05.03.2002|Dermojayan
35.05.03.2003|Kerjen
35.05.03.2005|Pakisrejo
35.05.03.2006|Purwokerto
35.05.03.2008|Wonorejo
35.05.03.2011|Maron
35.05.03.2012|Bagelenan
35.05.03.2013|Kandangan
35.05.03.2014|Kendalrejo
35.05.03.2015|Selokajang
35.05.03.2016|Ngaglik
35.05.04|Kademangan
35.05.04.1011|Kademangan
35.05.04.2001|Panggungduwet
35.05.04.2002|Maron
35.05.04.2003|Pakisaji
35.05.04.2004|Kebonsari
35.05.04.2005|Bendosari
35.05.04.2006|Sumberjo
35.05.04.2007|Suruhwadang
35.05.04.2008|Plumpungrejo
35.05.04.2009|Jimbe
35.05.04.2010|Dawuhan
35.05.04.2012|Sumberjati
35.05.04.2013|Rejowinangun
35.05.04.2014|Plosorejo
35.05.04.2015|Darungan
35.05.05|Bakung
35.05.05.2001|Pulerejo
35.05.05.2002|Tumpakoyot
35.05.05.2003|Plandirejo
35.05.05.2004|Sumberdadi
35.05.05.2005|Bakung
35.05.05.2006|Ngrejo
35.05.05.2007|Bululawang
35.05.05.2008|Kedungbanteng
35.05.05.2009|Sidomulyo
35.05.05.2010|Lorejo
35.05.05.2011|Tumpakkepuh
35.05.06|Ponggok
35.05.06.2001|Dadaplangu
35.05.06.2002|Langon
35.05.06.2003|Gembongan
35.05.06.2004|Ringinanyar
35.05.06.2005|Kebonduren
35.05.06.2006|Bacem
35.05.06.2007|Ponggok
35.05.06.2008|Pojok
35.05.06.2009|Kawedusan
35.05.06.2010|Jatilengger
35.05.06.2011|Bendo
35.05.06.2012|Sidorejo
35.05.06.2013|Maliran
35.05.06.2014|Candirejo
35.05.06.2015|Karangbendo
35.05.07|Sanankulon
35.05.07.2001|Kalipucung
35.05.07.2002|Bendosari
35.05.07.2003|Sumber
35.05.07.2004|Sanankulon
35.05.07.2005|Sumberingin
35.05.07.2006|Purworejo
35.05.07.2007|Bendowulung
35.05.07.2008|Tuliskriyo
35.05.07.2009|Sumberjo
35.05.07.2010|Gledug
35.05.07.2011|Jeding
35.05.07.2012|Plosoarang
35.05.08|Wonotirto
35.05.08.2001|Pasiraman
35.05.08.2002|Kaligrenjeng
35.05.08.2003|Tambakrejo
35.05.08.2004|Sumberboto
35.05.08.2005|Gununggede
35.05.08.2006|Wonotirto
35.05.08.2007|Ngeni
35.05.08.2008|Ngadipuro
35.05.09|Nglegok
35.05.09.1009|Nglegok
35.05.09.2001|Sumberasri
35.05.09.2002|Kedawung
35.05.09.2003|Ngoran
35.05.09.2004|Dayu
35.05.09.2005|Bangsri
35.05.09.2006|Kemloko
35.05.09.2007|Penataran
35.05.09.2008|Krenceng
35.05.09.2010|Jiwut
35.05.09.2011|Modangan
35.05.10|Kanigoro
35.05.10.1008|Kanigoro
35.05.10.1010|Satreyan
35.05.10.2001|Minggirsari
35.05.10.2002|Jatinom
35.05.10.2003|Gogodeso
35.05.10.2004|Gaprang
35.05.10.2005|Papungan
35.05.10.2006|Tlogo
35.05.10.2007|Karangsono
35.05.10.2009|Banggle
35.05.10.2011|Sawentar
35.05.10.2012|Kuningan
35.05.11|Garum
35.05.11.1002|Sumberdiren
35.05.11.1003|Tawangsari
35.05.11.1004|Garum
35.05.11.1006|Bence
35.05.11.2001|Pojok
35.05.11.2005|Tingal
35.05.11.2007|Slorok
35.05.11.2008|Sidodadi
35.05.11.2009|Karangrejo
35.05.12|Sutojayan
35.05.12.1002|Kedungbunder
35.05.12.1003|Kembangarum
35.05.12.1004|Kalipang
35.05.12.1005|Sutojayan
35.05.12.1006|Jingglong
35.05.12.1007|Sukorejo
35.05.12.1008|Jegu
35.05.12.2001|Pandanarum
35.05.12.2009|Bacem
35.05.12.2010|Sumberjo
35.05.12.2011|Kaulon
35.05.13|Panggungrejo
35.05.13.2001|Serang
35.05.13.2002|Kalitengah
35.05.13.2003|Margomulyo
35.05.13.2004|Panggungrejo
35.05.13.2005|Sumbersih
35.05.13.2006|Kaligambir
35.05.13.2007|Bumiayu
35.05.13.2008|Panggungasri
35.05.13.2009|Sumberagung
35.05.13.2010|Balerejo
35.05.14|Talun
35.05.14.1008|Talun
35.05.14.1009|Kamulan
35.05.14.1013|Bajang
35.05.14.1014|Kaweron
35.05.14.2001|Tumpang
35.05.14.2002|Kendalrejo
35.05.14.2003|Pasirharjo
35.05.14.2004|Jeblog
35.05.14.2005|Jabung
35.05.14.2006|Bendosewu
35.05.14.2007|Wonorejo
35.05.14.2010|Duren
35.05.14.2011|Sragi
35.05.14.2012|Jajar
35.05.15|Gandusari
35.05.15.2001|Sumberagung
35.05.15.2002|Gadungan
35.05.15.2003|Kotes
35.05.15.2004|Sukosewu
35.05.15.2005|Gondang
35.05.15.2006|Tambakan
35.05.15.2007|Gandusari
35.05.15.2008|Butun
35.05.15.2009|Ngaringan
35.05.15.2010|Soso
35.05.15.2011|Slumbung
35.05.15.2012|Semen
35.05.15.2013|Tulungrejo
35.05.15.2014|Krisik
35.05.16|Binangun
35.05.16.2001|Kedungwungu
35.05.16.2002|Salamrejo
35.05.16.2003|Sumberkembar
35.05.16.2004|Binangun
35.05.16.2005|Rejoso
35.05.16.2006|Ngembul
35.05.16.2007|Sambigede
35.05.16.2008|Tawangrejo
35.05.16.2009|Umbuldamar
35.05.16.2010|Ngadri
35.05.16.2011|Birowo
35.05.16.2012|Sukorame
35.05.17|Wlingi
35.05.17.1001|Beru
35.05.17.1002|Babadan
35.05.17.1003|Tangkil
35.05.17.1004|Wlingi
35.05.17.1006|Klemunan
35.05.17.2005|Tembalang
35.05.17.2007|Ngadirenggo
35.05.17.2008|Tegalasri
35.05.17.2009|Balerejo
35.05.18|Doko
35.05.18.2001|Slorok
35.05.18.2002|Suru
35.05.18.2003|Plumbangan
35.05.18.2004|Sumberurip
35.05.18.2005|Genengan
35.05.18.2006|Doko
35.05.18.2007|Jambepawon
35.05.18.2008|Sidorejo
35.05.18.2009|Resapombo
35.05.18.2010|Kalimanis
35.05.19|Kesamben
35.05.19.2001|Siraman
35.05.19.2002|Kesamben
35.05.19.2003|Jugo
35.05.19.2004|Pagerwojo
35.05.19.2005|Pagergunung
35.05.19.2006|Tepas
35.05.19.2007|Kemirigede
35.05.19.2008|Tapakrejo
35.05.19.2009|Bumirejo
35.05.19.2010|Sukoanyar
35.05.20|Wates
35.05.20.2001|Purworejo
35.05.20.2002|Tulungrejo
35.05.20.2003|Sumberarum
35.05.20.2004|Ringinrejo
35.05.20.2005|Mojorejo
35.05.20.2006|Sukorejo
35.05.20.2007|Wates
35.05.20.2008|Tugurejo
35.05.21|Selorejo
35.05.21.2001|Banjarsari
35.05.21.2002|Pohgajih
35.05.21.2003|Selorejo
35.05.21.2004|Sumberagung
35.05.21.2005|Ngrendeng
35.05.21.2006|Sidomulyo
35.05.21.2007|Ampelgading
35.05.21.2008|Olak Alen
35.05.21.2009|Boro
35.05.21.2010|Ngreco
35.05.22|Selopuro
35.05.22.2001|Mandesan
35.05.22.2002|Jatitengah
35.05.22.2003|Jambewangi
35.05.22.2004|Selopuro
35.05.22.2005|Tegalrejo
35.05.22.2006|Ploso
35.05.22.2007|Popoh
35.05.22.2008|Mronjo
35.06|KAB. KEDIRI
35.06.01|Semen
35.06.01.2001|Bulu
35.06.01.2002|Sidomulyo
35.06.01.2003|Puhrubuh
35.06.01.2004|Selopanggung
35.06.01.2005|Kanyoran
35.06.01.2006|Puhsarang
35.06.01.2007|Bobang
35.06.01.2008|Semen
35.06.01.2009|Titik
35.06.01.2010|Kedak
35.06.01.2011|Pagung
35.06.01.2012|Joho
35.06.02|Mojo
35.06.02.2001|Jugo
35.06.02.2002|Blimbing
35.06.02.2003|Pamongan
35.06.02.2004|Petungroto
35.06.02.2005|Ngetrep
35.06.02.2006|Ponggok
35.06.02.2007|Ngadi
35.06.02.2008|Kranding
35.06.02.2009|Maesan
35.06.02.2010|Kedawung
35.06.02.2011|Ploso
35.06.02.2012|Kraton
35.06.02.2013|Tambibendo
35.06.02.2014|Mojo
35.06.02.2015|Mlati
35.06.02.2016|Surat
35.06.02.2017|Sukoanyar
35.06.02.2018|Keniten
35.06.02.2019|Mondo
35.06.02.2020|Petok
35.06.03|Kras
35.06.03.2001|Setonorejo
35.06.03.2002|Pelas
35.06.03.2003|Bleber
35.06.03.2004|Butuh
35.06.03.2005|Jabang
35.06.03.2006|Mojosari
35.06.03.2007|Rejomulyo
35.06.03.2008|Karangtalun
35.06.03.2009|Nyawangan
35.06.03.2010|Purwodadi
35.06.03.2011|Kras
35.06.03.2012|Bendosari
35.06.03.2013|Kanigoro
35.06.03.2014|Krandang
35.06.03.2015|Banjaranyar
35.06.03.2016|Jambean
35.06.04|Ngadiluwih
35.06.04.2001|Tales
35.06.04.2002|Seketi
35.06.04.2003|Banggle
35.06.04.2004|Branggahan
35.06.04.2005|Slumbung
35.06.04.2006|Dukuh
35.06.04.2007|Purwokerto
35.06.04.2008|Ngadiluwih
35.06.04.2009|Badal
35.06.04.2010|Badal Pandean
35.06.04.2011|Rembang
35.06.04.2012|Rembangkepuh
35.06.04.2013|Bedug
35.06.04.2014|Mangunrejo
35.06.04.2015|Banjarejo
35.06.04.2016|Wonorejo
35.06.05|Kandat
35.06.05.2001|Sumberejo
35.06.05.2002|Selosari
35.06.05.2003|Karangrejo
35.06.05.2004|Kandat
35.06.05.2005|Cendono
35.06.05.2006|Ringinsari
35.06.05.2007|Tegalan
35.06.05.2008|Ngletih
35.06.05.2009|Purworejo
35.06.05.2010|Pule
35.06.05.2011|Blabak
35.06.05.2012|Ngreco
35.06.06|Wates
35.06.06.2001|Duwet
35.06.06.2002|Pojok
35.06.06.2003|Segaran
35.06.06.2004|Gadungan
35.06.06.2005|Wates
35.06.06.2006|Tawang
35.06.06.2007|Jajar
35.06.06.2008|Tunge
35.06.06.2009|Tempurejo
35.06.06.2010|Plaosan
35.06.06.2011|Karanganyar
35.06.06.2012|Wonorejo
35.06.06.2013|Pagu
35.06.06.2014|Joho
35.06.06.2015|Silir
35.06.06.2016|Sumberagung
35.06.06.2017|Sidomulyo
35.06.06.2018|Janti
35.06.07|Ngancar
35.06.07.2001|Sempu
35.06.07.2002|Pandantoyo
35.06.07.2003|Margourip
35.06.07.2004|Bedali
35.06.07.2005|Kunjang
35.06.07.2006|Manggis
35.06.07.2007|Ngancar
35.06.07.2008|Sugihwaras
35.06.07.2009|Babadan
35.06.07.2010|Jagul
35.06.08|Puncu
35.06.08.2001|Puncu
35.06.08.2002|Asmorobangun
35.06.08.2003|Manggis
35.06.08.2004|Sidomulyo
35.06.08.2005|Watugede
35.06.08.2006|Gadungan
35.06.08.2007|Wonorejo
35.06.08.2008|Satak
35.06.09|Plosoklaten
35.06.09.2001|Gondang
35.06.09.2002|Kayunan
35.06.09.2003|Panjer
35.06.09.2004|Jarak
35.06.09.2005|Ploso Kidul
35.06.09.2006|Ploso Lor
35.06.09.2007|Brenggolo
35.06.09.2008|Donganti
35.06.09.2009|Kawedusan
35.06.09.2010|Klanderan
35.06.09.2011|Punjul
35.06.09.2012|Pranggang
35.06.09.2013|Sumberagung
35.06.09.2014|Wonorejo Trisulo
35.06.09.2015|Sepawon
35.06.10|Gurah
35.06.10.2001|Nglumbang
35.06.10.2002|Blimbing
35.06.10.2003|Ngasem
35.06.10.2004|Bogem
35.06.10.2005|Kranggan
35.06.10.2006|Turus
35.06.10.2007|Gabru
35.06.10.2008|Wonojoyo
35.06.10.2009|Bangkok
35.06.10.2010|Gurah
35.06.10.2011|Banyuanyar
35.06.10.2012|Besuk
35.06.10.2013|Sumbercangkring
35.06.10.2014|Sukorejo
35.06.10.2015|Kerkep
35.06.10.2016|Gempolan
35.06.10.2017|Tambakrejo
35.06.10.2018|Tiru Kidul
35.06.10.2019|Tiru Lor
35.06.10.2020|Gayam
35.06.10.2021|Adan-adan
35.06.11|Pagu
35.06.11.2001|Bulupasar
35.06.11.2002|Wonosari
35.06.11.2003|Kambingan
35.06.11.2004|Tanjung
35.06.11.2005|Wates
35.06.11.2006|Menang
35.06.11.2007|Tengger Kidul
35.06.11.2008|Semanding
35.06.11.2009|Sitimerto
35.06.11.2010|Pagu
35.06.11.2011|Bendo
35.06.11.2012|Semen
35.06.11.2016|Jagung
35.06.12|Gampengrejo
35.06.12.2010|Jongbiru
35.06.12.2011|Putih
35.06.12.2012|Sambirejo
35.06.12.2016|Kepuhrejo
35.06.12.2017|Kalibelo
35.06.12.2018|Plosorejo
35.06.12.2019|Turus
35.06.12.2020|Sambiresik
35.06.12.2021|Gampeng
35.06.12.2022|Ngebrak
35.06.12.2023|Wanengpaten
35.06.13|Grogol
35.06.13.2001|Kalipang
35.06.13.2002|Grogol
35.06.13.2003|Cerme
35.06.13.2004|Wonoasri
35.06.13.2005|Sonorejo
35.06.13.2006|Datengan
35.06.13.2007|Sumberejo
35.06.13.2008|Gambyok
35.06.13.2009|Bakalan
35.06.14|Papar
35.06.14.2001|Purwotengah
35.06.14.2002|Kwaron
35.06.14.2003|Minggiran
35.06.14.2004|Pehkulon
35.06.14.2005|Pehwetan
35.06.14.2006|Dawuhan Kidul
35.06.14.2007|Janti
35.06.14.2008|Ngampel
35.06.14.2009|Kedungmalang
35.06.14.2010|Jambangan
35.06.14.2011|Maduretno
35.06.14.2012|Papar
35.06.14.2013|Tanon
35.06.14.2014|Srikaton
35.06.14.2015|Kepuh
35.06.14.2016|Sukomoro
35.06.14.2017|Puhjajar
35.06.15|Purwoasri
35.06.15.2001|Jantok
35.06.15.2002|Pesing
35.06.15.2003|Mranggen
35.06.15.2004|Purwoasri
35.06.15.2005|Wonotengah
35.06.15.2006|Ketawang
35.06.15.2007|Belor
35.06.15.2008|Blawe
35.06.15.2009|Pandansari
35.06.15.2010|Purwodadi
35.06.15.2011|Bulu
35.06.15.2012|Tugu
35.06.15.2013|Sidomulyo
35.06.15.2014|Klampitan
35.06.15.2015|Woromarto
35.06.15.2016|Muneng
35.06.15.2017|Merjoyo
35.06.15.2018|Mekikis
35.06.15.2019|Karangpakis
35.06.15.2020|Dayu
35.06.15.2021|Dawuhan
35.06.15.2022|Kempleng
35.06.15.2023|Sumberjo
35.06.16|Plemahan
35.06.16.2001|Langenharjo
35.06.16.2002|Tegowangi
35.06.16.2003|Puhjarak
35.06.16.2004|Mejono
35.06.16.2005|Payaman
35.06.16.2006|Bogokidul
35.06.16.2007|Kayen Lor
35.06.16.2008|Wonokerto
35.06.16.2009|Ngino
35.06.16.2010|Sebet
35.06.16.2011|Banjarejo
35.06.16.2012|Sidowarek
35.06.16.2013|Ringinpitu
35.06.16.2014|Sukoharjo
35.06.16.2015|Mojoayu
35.06.16.2016|Plemahan
35.06.16.2017|Mojokerep
35.06.17|Pare
35.06.17.1009|Pare
35.06.17.2001|Sidorejo
35.06.17.2002|Sambirejo
35.06.17.2003|Gedangsewu
35.06.17.2004|Sumberbendo
35.06.17.2005|Darungan
35.06.17.2006|Bendo
35.06.17.2007|Pelem
35.06.17.2008|Tulungrejo
35.06.17.2010|Tertek
35.06.18|Kepung
35.06.18.2001|Kebonrejo
35.06.18.2002|Kampungbaru
35.06.18.2003|Besowo
35.06.18.2004|Siman
35.06.18.2005|Brumbung
35.06.18.2006|Kepung
35.06.18.2007|Krenceng
35.06.18.2008|Kencong
35.06.18.2009|Keling
35.06.18.2010|Damarwulan
35.06.19|Kandangan
35.06.19.2001|Kemiri
35.06.19.2002|Klampisan
35.06.19.2003|Karangtengah
35.06.19.2004|Kasreman
35.06.19.2005|Jerukwangi
35.06.19.2006|Jerukgulung
35.06.19.2007|Jlumbang
35.06.19.2008|Bukur
35.06.19.2009|Kandangan
35.06.19.2010|Banaran
35.06.19.2011|Mlancu
35.06.19.2012|Medowo
35.06.20|Tarokan
35.06.20.2001|Kalirong
35.06.20.2002|Kaliboto
35.06.20.2003|Bulusari
35.06.20.2004|Tarokan
35.06.20.2005|Kedungsari
35.06.20.2006|Sumberduren
35.06.20.2007|Kerep
35.06.20.2008|Blimbing
35.06.20.2009|Jati
35.06.20.2010|Cengkok
35.06.21|Kunjang
35.06.21.2001|Kuwik
35.06.21.2002|Balongjeruk
35.06.21.2003|Kapas
35.06.21.2004|Klepek
35.06.21.2005|Kunjang
35.06.21.2006|Kapi
35.06.21.2007|Tengger Lor
35.06.21.2008|Wonorejo
35.06.21.2009|Dungus
35.06.21.2010|Juwet
35.06.21.2011|Pakis
35.06.21.2012|Parelor
35.06.22|Banyakan
35.06.22.2001|Banyakan
35.06.22.2002|Jatirejo
35.06.22.2003|Manyaran
35.06.22.2004|Tiron
35.06.22.2005|Parang
35.06.22.2006|Sendang
35.06.22.2007|Maron
35.06.22.2008|Ngablak
35.06.22.2009|Jabon
35.06.23|Ringinrejo
35.06.23.2001|Ringinrejo
35.06.23.2002|Batuaji
35.06.23.2003|Deyeng
35.06.23.2004|Dawung
35.06.23.2005|Purwodadi
35.06.23.2006|Sambi
35.06.23.2007|Susuhbango
35.06.23.2008|Selodono
35.06.23.2009|Nambakan
35.06.23.2010|Srikaton
35.06.23.2011|Jemekan
35.06.24|Kayen Kidul
35.06.24.2001|Baye
35.06.24.2002|Bangsongan
35.06.24.2003|Senden
35.06.24.2004|Sambirobyong
35.06.24.2005|Mukuh
35.06.24.2006|Sukoharjo
35.06.24.2007|Jambu
35.06.24.2008|Sekaran
35.06.24.2009|Padangan
35.06.24.2010|Nanggungan
35.06.24.2011|Semambung
35.06.24.2012|Kayen Kidul
35.06.25|Ngasem
35.06.25.2001|Tugurejo
35.06.25.2002|Sumberejo
35.06.25.2003|Paron
35.06.25.2004|Gogorante
35.06.25.2005|Doko
35.06.25.2006|Sukorejo
35.06.25.2007|Ngasem
35.06.25.2008|Karangrejo
35.06.25.2009|Kwadungan
35.06.25.2010|Nambaan
35.06.25.2011|Toyoresmi
35.06.25.2012|Wonocatur
35.06.26|Badas
35.06.26.2001|Canggu
35.06.26.2002|Lamong
35.06.26.2003|Bringin
35.06.26.2004|Sekoto
35.06.26.2005|Tunglur
35.06.26.2006|Krecek
35.06.26.2007|Blaru
35.06.26.2008|Badas
35.07|KAB. MALANG
35.07.01|Donomulyo
35.07.01.2001|Tulungrejo
35.07.01.2002|Banjarejo
35.07.01.2003|Kedungsalam
35.07.01.2004|Tlogosari
35.07.01.2005|Tempursari
35.07.01.2006|Donomulyo
35.07.01.2007|Purworejo
35.07.01.2008|Sumberoto
35.07.01.2009|Mentaraman
35.07.01.2010|Purwodadi
35.07.02|Pagak
35.07.02.2001|Sumbermanjing Kulon
35.07.02.2002|Pandanrejo
35.07.02.2003|Sumberkerto
35.07.02.2004|Sempol
35.07.02.2005|Pagak
35.07.02.2006|Tlogorejo
35.07.02.2007|Gampingan
35.07.02.2008|Sumberejo
35.07.03|Bantur
35.07.03.2001|Wonokerto
35.07.03.2002|Rejosari
35.07.03.2003|Bantur
35.07.03.2004|Wonorejo
35.07.03.2005|Srigonco
35.07.03.2006|Sumberbening
35.07.03.2007|Bandungrejo
35.07.03.2008|Pringgondani
35.07.03.2009|Rejoyoso
35.07.03.2010|Karangsari
35.07.04|Sumbermanjing Wetan
35.07.04.2001|Tambaksari
35.07.04.2002|Tegalrejo
35.07.04.2003|Sekarbanyu
35.07.04.2004|Klepu
35.07.04.2005|Ringinkembar
35.07.04.2006|Kedungbanteng
35.07.04.2007|Sitiarjo
35.07.04.2008|Sumberagung
35.07.04.2009|Argotirto
35.07.04.2010|Harjokuncaran
35.07.04.2011|Sumbermanjing Wetan
35.07.04.2012|Ringinsari
35.07.04.2013|Druju
35.07.04.2014|Tambakrejo
35.07.04.2015|Sidoasri
35.07.05|Dampit
35.07.05.1007|Dampit
35.07.05.2001|Sukodono
35.07.05.2002|Sumbersuko
35.07.05.2003|Srimulyo
35.07.05.2004|Baturetno
35.07.05.2005|Bumirejo
35.07.05.2006|Amandanom
35.07.05.2008|Pamotan
35.07.05.2009|Majangtengah
35.07.05.2010|Rembun
35.07.05.2011|Pojok
35.07.05.2012|Jambangan
35.07.06|Ampelgading
35.07.06.2001|Lebakharjo
35.07.06.2002|Wirotaman
35.07.06.2003|Tamanasri
35.07.06.2004|Tirtomarto
35.07.06.2005|Purwoharjo
35.07.06.2006|Sidorenggo
35.07.06.2007|Tirtomoyo
35.07.06.2008|Argoyuwono
35.07.06.2009|Mulyoasri
35.07.06.2010|Tawangagung
35.07.06.2011|Simojayan
35.07.06.2012|Tamansari
35.07.06.2013|Sonowangi
35.07.07|Poncokusumo
35.07.07.2001|Dawuhan
35.07.07.2002|Sumberejo
35.07.07.2003|Pandansari
35.07.07.2004|Ngadireso
35.07.07.2005|Wonorejo
35.07.07.2006|Karangnongko
35.07.07.2007|Karanganyar
35.07.07.2008|Jambesari
35.07.07.2009|Ngebruk
35.07.07.2010|Pajaran
35.07.07.2011|Argosuko
35.07.07.2012|Wonomulyo
35.07.07.2013|Belung
35.07.07.2014|Wringinanom
35.07.07.2015|Poncokusumo
35.07.07.2016|Gubugklakah
35.07.07.2017|Ngadas
35.07.08|Wajak
35.07.08.2001|Sumberputih
35.07.08.2002|Wonoayu
35.07.08.2003|Bambang
35.07.08.2004|Bringin
35.07.08.2005|Dadapan
35.07.08.2006|Patokpicis
35.07.08.2007|Blayu
35.07.08.2008|Codo
35.07.08.2009|Sukolilo
35.07.08.2010|Kidangbang
35.07.08.2011|Sukoanyar
35.07.08.2012|Wajak
35.07.08.2013|Ngembal
35.07.09|Turen
35.07.09.1008|Sedayu
35.07.09.1011|Turen
35.07.09.2001|Tawangrejeni
35.07.09.2002|Kemulan
35.07.09.2003|Sawahan
35.07.09.2004|Undaan
35.07.09.2005|Gedok Kulon
35.07.09.2006|Gedok Wetan
35.07.09.2007|Talok
35.07.09.2009|Tanggung
35.07.09.2010|Jeru
35.07.09.2012|Pagedangan
35.07.09.2013|Sanankerto
35.07.09.2014|Sananrejo
35.07.09.2015|Kedok
35.07.09.2016|Talangsuko
35.07.09.2017|Tumpukrenteng
35.07.10|Gondanglegi
35.07.10.2001|Putat Kidul
35.07.10.2002|Gondanglegi Kulon
35.07.10.2003|Sukosari
35.07.10.2004|Gondanglegi Wetan
35.07.10.2005|Sukorejo
35.07.10.2006|Bulupitu
35.07.10.2007|Panggungrejo
35.07.10.2008|Ganjaran
35.07.10.2009|Putat Lor
35.07.10.2010|Urek - Urek
35.07.10.2011|Ketawang
35.07.10.2012|Putukrejo
35.07.10.2013|Sumberjaya
35.07.10.2014|Sepanjang
35.07.11|Kalipare
35.07.11.2001|Putukrejo
35.07.11.2002|Kalipare
35.07.11.2003|Sumberpetung
35.07.11.2004|Sukowilangun
35.07.11.2005|Tumpakrejo
35.07.11.2006|Arjosari
35.07.11.2007|Kalirejo
35.07.11.2008|Arjowilangun
35.07.11.2009|Kaliasri
35.07.12|Sumberpucung
35.07.12.2001|Ternyang
35.07.12.2002|Senggreng
35.07.12.2003|Sambigede
35.07.12.2004|Ngebrug
35.07.12.2005|Jatiguwi
35.07.12.2006|Sumberpucung
35.07.12.2007|Karangkates
35.07.13|Kepanjen
35.07.13.1007|Panarukan
35.07.13.1009|Cepokomulyo
35.07.13.1010|Kepanjen
35.07.13.1013|Ardirejo
35.07.13.2001|Kemiri
35.07.13.2002|Sengguruh
35.07.13.2003|Mangunrejo
35.07.13.2004|Jenggolo
35.07.13.2005|Kedungpedaringan
35.07.13.2006|Tegalsari
35.07.13.2008|Panggungrejo
35.07.13.2011|Talangagung
35.07.13.2012|Dilem
35.07.13.2014|Sukoharjo
35.07.13.2015|Curungrejo
35.07.13.2016|Jatirejoyoso
35.07.13.2017|Ngadilangkung
35.07.13.2018|Mojosari
35.07.14|Bululawang
35.07.14.2001|Sudimoro
35.07.14.2002|Kasri
35.07.14.2003|Bakalan
35.07.14.2004|Krebet
35.07.14.2005|Gading
35.07.14.2006|Sukonolo
35.07.14.2007|Lumbangsari
35.07.14.2008|Wandanpuro
35.07.14.2009|Sempalwadak
35.07.14.2010|Bululawang
35.07.14.2011|Krebet Senggrong
35.07.14.2012|Kuwolu
35.07.14.2013|Kasembon
35.07.14.2014|Pringu
35.07.15|Tajinan
35.07.15.2001|Gunungsari
35.07.15.2002|Gunungronggo
35.07.15.2003|Purwosekar
35.07.15.2004|Ngawonggo
35.07.15.2005|Pandanmulyo
35.07.15.2006|Jatisari
35.07.15.2007|Tajinan
35.07.15.2008|Randugading
35.07.15.2009|Jambearjo
35.07.15.2010|Tangkilsari
35.07.15.2011|Sumbersuko
35.07.15.2012|Tambaksari
35.07.16|Tumpang
35.07.16.2001|Ngingit
35.07.16.2002|Kidal
35.07.16.2003|Kambingan
35.07.16.2004|Pandanajeng
35.07.16.2005|Pulungdowo
35.07.16.2006|Bokor
35.07.16.2007|Slamet
35.07.16.2008|Wringinsongo
35.07.16.2009|Jeru
35.07.16.2010|Malangsuko
35.07.16.2011|Tumpang
35.07.16.2012|Tulusbesar
35.07.16.2013|Duwet
35.07.16.2014|Benjor
35.07.16.2015|Duwet Kerajan
35.07.17|Jabung
35.07.17.2001|Taji
35.07.17.2002|Ngadirejo
35.07.17.2003|Kenongo
35.07.17.2004|Sidorejo
35.07.17.2005|Sukopuro
35.07.17.2006|Pandansari Lor
35.07.17.2007|Sidomulyo
35.07.17.2008|Gadingkembar
35.07.17.2009|Argosari
35.07.17.2010|Kemantren
35.07.17.2011|Sukolilo
35.07.17.2012|Gunungjati
35.07.17.2013|Jabung
35.07.17.2014|Slamparejo
35.07.17.2015|Kemiri
35.07.18|Pakis
35.07.18.2001|Kedungrejo
