12|SUMATERA UTARA
12.13.04|Panyabungan Selatan
12.13.04.1009|Tano Bato
12.13.04.2001|Aek Ngali
12.13.04.2002|Hutarimbaru
12.13.04.2003|Hayuraja
12.13.04.2004|Huta Julu
12.13.04.2005|Kayu Laut
12.13.04.2006|Lumban Dolok
12.13.04.2007|Roburan Dolok
12.13.04.2008|Roburan Lombang
12.13.04.2010|Huta Raja
12.13.04.2011|Pagaran Gala-Gala
12.13.05|Panyabungan Barat
12.13.05.1006|Longat
12.13.05.2001|Barbaran
12.13.05.2002|Barbaran Jae
12.13.05.2003|Batang Gadis
12.13.05.2004|Huta Baringin
12.13.05.2005|Huta Tonga BB
12.13.05.2007|Runding
12.13.05.2008|Sirambas
12.13.05.2009|Saba Jior
12.13.05.2010|Batang Gadis Jae
12.13.06|Siabu
12.13.06.1014|Siabu
12.13.06.1023|Simangambat
12.13.06.2001|Aek Mual
12.13.06.2002|Bonan Dolok
12.13.06.2003|Huta Raja
12.13.06.2004|Huta Puli
12.13.06.2005|Huta Baringin
12.13.06.2006|Huta Godang Muda
12.13.06.2007|Huraba I
12.13.06.2008|Huraba II
12.13.06.2009|Lumban Pinasa
12.13.06.2010|Lumban Dolok
12.13.06.2011|Muara Btg. Angkola
12.13.06.2012|Pintu Padang Jae
12.13.06.2013|Pintu Padang Julu
12.13.06.2015|Sibaruang
12.13.06.2016|Sihepeng
12.13.06.2017|Simaninggir
12.13.06.2018|Sinonoan
12.13.06.2019|Tangga Bosi II
12.13.06.2020|Tanjung Sialang
12.13.06.2021|Tangga Bosi I
12.13.06.2022|Tangga Bosi III
12.13.06.2024|Sihepeng Sada
12.13.06.2025|Sihepeng Dua
12.13.06.2026|Sihepeng Tolu
12.13.06.2027|Sihepeng Opat
12.13.06.2028|Sihepeng Lima
12.13.07|Bukit Malintang
12.13.07.2001|Bange
12.13.07.2003|Huta Bangun
12.13.07.2005|Janji Matogu
12.13.07.2006|Malintang Jae
12.13.07.2007|Malintang Julu
12.13.07.2008|Pasar Baru Malintang
12.13.07.2010|Sidojadi
12.13.07.2013|Lambou Darul Ihsan
12.13.07.2014|Huta Bangun Jae
12.13.07.2015|Bange Nauli
12.13.07.2016|Malintang
12.13.08|Kotanopan
12.13.08.1032|Tamiang
12.13.08.1036|Pasar Kotanopan
12.13.08.2001|Batahan
12.13.08.2002|Botung
12.13.08.2003|Gading Bain
12.13.08.2004|Gunung Tua MS
12.13.08.2005|Gunung Tua SM
12.13.08.2006|Hutapuli
12.13.08.2007|Huta Padang MS
12.13.08.2008|Hutarimbaru SM
12.13.08.2009|Huta Baringin TB
12.13.08.2010|Huta Pungkut Jae
12.13.08.2011|Huta Pungkut Tonga
12.13.08.2012|Huta Pungkut Julu
12.13.08.2013|Huta Dangka
12.13.08.2014|Muara Potan
12.13.08.2015|Muara Siambak
12.13.08.2016|Manambin
12.13.08.2017|Muara Pungkut
12.13.08.2018|Muara Botung
12.13.08.2019|Pagar Gunung
12.13.08.2020|Padang Bulan
12.13.08.2021|Patialo
12.13.08.2022|Saba Dolok
12.13.08.2023|Singengu Jae
12.13.08.2024|Singengu Julu
12.13.08.2025|Sayur Maincat
12.13.08.2026|Simpang Tolang Jae
12.13.08.2027|Simpang Tolang Julu
12.13.08.2028|Sibio Bio
12.13.08.2029|Sopo Sorik
12.13.08.2030|Simandolam
12.13.08.2031|Tombang Bustak
12.13.08.2033|Tobang
12.13.08.2034|Ujung Marisi
12.13.08.2035|Usor Tolang
12.13.08.2037|Muara Saladi
12.13.09|Lembah Sorik Marapi
12.13.09.1008|Pasar Maga
12.13.09.2001|Aek Marian MG
12.13.09.2002|Bangun Purba
12.13.09.2003|Maga Lombang
12.13.09.2004|Maga Dolok
12.13.09.2005|Purba Baru
12.13.09.2006|Purba Lamo
12.13.09.2007|Pangkat
12.13.09.2009|Siantona
12.13.10|Tambangan
12.13.10.1010|Laru Lombang
12.13.10.2001|Angin Barat
12.13.10.2006|Huta Tonga AB
12.13.10.2007|Laru Baringin
12.13.10.2008|Laru Bolak
12.13.10.2009|Laru Dolok
12.13.10.2011|Lumban Pasir
12.13.10.2012|Muara Mais
12.13.10.2013|Muara Mais Jambur
12.13.10.2014|Padang Sanggar
12.13.10.2015|Panjaringan
12.13.10.2016|Pasar Laru
12.13.10.2017|Pastap
12.13.10.2018|Pastap Julu
12.13.10.2020|Rao Rao Dolok
12.13.10.2021|Rao Rao Lombang
12.13.10.2025|Simangambat TB
12.13.10.2026|Tambangan Jae
12.13.10.2027|Tambangan Pasoman
12.13.10.2028|Tambangan Tonga
12.13.11|Ulu Pungkut
12.13.11.1003|Huta Godang
12.13.11.2001|Alahan Kae
12.13.11.2002|Habincaran
12.13.11.2004|Huta Padang UP
12.13.11.2005|Hutaimbaru UP
12.13.11.2007|Patahajang
12.13.11.2008|Simpang Banyak Jae
12.13.11.2009|Simpang Banyak Julu
12.13.11.2010|Simpang Duhu Dolok
12.13.11.2011|Simpang Duhu Lombang
12.13.11.2012|Simpang Pining
12.13.11.2013|Tolang
12.13.12|Muara Sipongi
12.13.12.1019|Pasar Muara Sipongi
12.13.12.2001|Bandar Panjang
12.13.12.2002|Bandar Panjang Tuo
12.13.12.2007|Kampung Pinang
12.13.12.2008|Koto Baringin
12.13.12.2009|Limau Manis
12.13.12.2012|Ranjo Batu
12.13.12.2013|Sibinail
12.13.12.2015|Simpang Mandepo
12.13.12.2016|Tamiang Mudo
12.13.12.2017|Tanjung Alai
12.13.12.2020|Tanjung Medan
12.13.12.2021|Muara Kumpulan
12.13.12.2022|Aek Botung
12.13.12.2023|Koto Boru
12.13.12.2024|Tanjung Larangan
12.13.13|Batang Natal
12.13.13.1017|Muara Soma
12.13.13.2001|Aek Guo
12.13.13.2002|Aek Holbung
12.13.13.2003|Aek Manggis
12.13.13.2004|Aek Nabara
12.13.13.2005|Aek Nangali
12.13.13.2006|Ampung Julu
12.13.13.2007|Ampung Padang
12.13.13.2008|Ampung Siala
12.13.13.2009|Bangkelang
12.13.13.2010|Banjar Malayu
12.13.13.2011|Batu Madinding
12.13.13.2012|Bulu Soma
12.13.13.2013|Guo Batu
12.13.13.2014|Hadangkahan
12.13.13.2015|Hatupangan
12.13.13.2016|Muara Parlampungan
12.13.13.2018|Rantobi
12.13.13.2019|Rao Rao
12.13.13.2020|Simanguntong
12.13.13.2021|Sipogu
12.13.13.2022|Sopo Tinjak
12.13.13.2023|Tarlola
12.13.13.2024|Tombang Kaluang
12.13.13.2025|Huta Lobu
12.13.13.2026|Lubuk Samboa
12.13.13.2027|Jambur Baru
12.13.13.2028|Aek Baru Jae
12.13.13.2029|Aek Baru Julu
12.13.13.2030|Lubuk Bondar Panjang
12.13.13.2031|Tor Naincat
12.13.14|Lingga Bayu
12.13.14.1024|Simpang Gambir
12.13.14.1028|Tapus
12.13.14.2001|Aek Garingging
12.13.14.2002|Aek Manyuruk
12.13.14.2003|Bandar Limabung
12.13.14.2006|Lancat
12.13.14.2010|Kampung Baru
12.13.14.2011|Lobung
12.13.14.2014|Pangkalan
12.13.14.2015|Perk. Simpang Gambir
12.13.14.2019|Sikumbu
12.13.14.2021|Simpang Bajole
12.13.14.2022|Simpang Duku
12.13.14.2023|Simpang Durian
12.13.14.2025|Simpang Koje
12.13.14.2029|Dalan Lidang
12.13.14.2031|Bonca Bayuon
12.13.14.2033|Padang Silojongan
12.13.14.2034|Perbatasan
12.13.14.2035|Tangsi Atas
12.13.15|Batahan
12.13.15.1011|Pasar Baru Batahan
12.13.15.2001|Banjar Aur
12.13.15.2003|Batahan I
12.13.15.2004|Batu Sondat
12.13.15.2005|Bintungan Bejangkar
12.13.15.2007|Kampung Kapas
12.13.15.2008|Kuala Batahan
12.13.15.2009|Kubangan Tompek
12.13.15.2010|Muara Pertemuan
12.13.15.2012|Pasar Batahan
12.13.15.2013|Pulau Tamang
12.13.15.2014|Sari Kenanga Batahan
12.13.15.2019|Batahan II
12.13.15.2020|Batahan III
12.13.15.2021|Batahan IV
12.13.15.2022|Sinunukan VI
12.13.15.2023|Kampung Kapas I
12.13.15.2024|Kubangan Pandan Sari
12.13.16|Natal
12.13.16.1008|Pasar II Natal
12.13.16.1025|Pasar I Natal
12.13.16.2001|Balimbing
12.13.16.2002|Bintuas
12.13.16.2003|Bonda Kase
12.13.16.2004|Buburan
12.13.16.2005|Kampung Sawah
12.13.16.2006|Panggautan
12.13.16.2007|Pardamean Baru
12.13.16.2009|Pasar III Natal
12.13.16.2010|Pasar V Natal
12.13.16.2011|Patiluban Hilir
12.13.16.2012|Patiluban Mudik
12.13.16.2013|Perkebunan Patiluban
12.13.16.2014|Rukun Jaya
12.13.16.2015|Setia Karya
12.13.16.2016|Sikara Kara
12.13.16.2017|Sikara Kara I
12.13.16.2018|Sikara Kara II
12.13.16.2019|Sikara Kara III
12.13.16.2020|Sikara Kara IV
12.13.16.2021|Sundutan Tigo
12.13.16.2022|Taluk
12.13.16.2023|Tegal Sari
12.13.16.2024|Tunas Karya
12.13.16.2026|Pasar VI Natal
12.13.16.2027|Sinunukan V
12.13.16.2028|Suka Maju
12.13.16.2029|Sasaran
12.13.16.2030|Kun-Kun
12.13.17|Muara Batang Gadis
12.13.17.2001|Batu Mundom
12.13.17.2002|Hutaimbaru
12.13.17.2003|Lubuk Kapundung
12.13.17.2004|Manuncang
12.13.17.2005|Panunggulan
12.13.17.2006|Pasar Singkuang I
12.13.17.2007|Pasar Singkuang II
12.13.17.2008|Rantau Panjang
12.13.17.2009|Sikapas
12.13.17.2010|Tabuyung
12.13.17.2011|Tagilang Julu
12.13.17.2012|Sali Baru
12.13.17.2013|Lubuk Kapundung II
12.13.17.2014|Suka Makmur
12.13.18|Ranto Baek
12.13.18.2001|Manisak
12.13.18.2002|Simpang Talap
12.13.18.2003|Sampuran
12.13.18.2004|Tandikek
12.13.18.2005|Gonting
12.13.18.2006|Bangun Saroha
12.13.18.2007|Huta Baringin
12.13.18.2008|Muara Bangko
12.13.18.2009|Ranto Nalinjang
12.13.18.2010|Banjar Maga
12.13.18.2011|Huta Raja
12.13.18.2012|Simaninggir
12.13.18.2013|Ranto Panjang
12.13.18.2014|Huta Nauli
12.13.18.2015|Lubuk Kancah
12.13.18.2016|Dua Sepakat
12.13.18.2017|Gunung Godang
12.13.19|Huta Bargot
12.13.19.2001|Bangun Sejati
12.13.19.2002|Hutarimbaru
12.13.19.2003|Pasar Huta Bargot
12.13.19.2004|Huta Bargot Lombang
12.13.19.2005|Huta Bargot Dolok
12.13.19.2006|Huta Bargot Setia
12.13.19.2007|Huta Bargot Nauli
12.13.19.2008|Mondan
12.13.19.2009|Sayur Maincat
12.13.19.2010|Kumpulan Setia
12.13.19.2011|Simalagi
12.13.19.2012|Saba Padang
12.13.20|Puncak Sorik Marapi
12.13.20.2001|Huta Lombang
12.13.20.2002|Huta Baru
12.13.20.2003|Handel
12.13.20.2004|Hutatinggi
12.13.20.2005|Hutanamale
12.13.20.2006|Hutabaringin Julu
12.13.20.2007|Sibanggor Jae
12.13.20.2008|Sibanggor Tonga
12.13.20.2009|Sibanggor Julu
12.13.20.2010|Purba Julu
12.13.20.2011|Huta Baringin
12.13.21|Pakantan
12.13.21.2001|Pakantan Dolok
12.13.21.2002|Pakantan Lombang
12.13.21.2003|Huta Gambir
12.13.21.2004|Huta Lancat
12.13.21.2005|Huta Julu
12.13.21.2006|Huta Toras
12.13.21.2007|Huta Padang
12.13.21.2008|Silogun
12.13.22|Sinunukan
12.13.22.2001|Sinunukan I
12.13.22.2002|Sinunukan II
12.13.22.2003|Sinunukan III
12.13.22.2004|Sinunukan IV
12.13.22.2005|Bintungan Bejangkar Baru
12.13.22.2006|Banjar Aur Utara
12.13.22.2007|Kampung Kapas II
12.13.22.2008|Airapa
12.13.22.2009|Sido Makmur
12.13.22.2010|Wido Daren
12.13.22.2011|Wono Sari
12.13.22.2012|Suka Damai
12.13.22.2013|Pasir Putih
12.13.22.2014|Sinunukan I Central
12.13.23|Naga Juang
12.13.23.2001|Tambiski
12.13.23.2002|Tarutung Panjang
12.13.23.2003|Humbang I
12.13.23.2004|Banua Rakyat
12.13.23.2005|Sayur Matua
12.13.23.2006|Banua Simanosor
12.13.23.2007|Tambiski Nauli
12.14|KAB. NIAS SELATAN
12.14.01|Lolomatua
12.14.01.2002|Hilisangowola
12.14.01.2005|Hiliotalua
12.14.01.2006|Koendrafo
12.14.01.2008|Lawa-lawa Luo
12.14.01.2016|Tuhemberua
12.14.01.2017|Tesikhori
12.14.01.2021|Tumari
12.14.01.2023|Ewo
12.14.01.2024|Ko'olotano
12.14.01.2026|Botohilindruria
12.14.01.2027|Caritas Sogawunasi
12.14.01.2028|Orudua Lawa-lawa Luo
12.14.01.2029|Hilifaondrato
12.14.02|Gomo
12.14.02.2005|Doli-doli Idanotae
12.14.02.2007|Hiliana'a Gomo
12.14.02.2015|Lawa-lawa Luo Gomo
12.14.02.2017|Lolosoni
12.14.02.2023|Orahili Gomo
12.14.02.2024|Sifaoro'asi Gomo
12.14.02.2035|Tanoniko'o
12.14.02.2040|Suka Maju Mohili
12.14.02.2041|Orahili Sibohou
12.14.02.2042|Gunung Gabungan
12.14.02.2043|Umbu Orahua
12.14.03|Lahusa
12.14.03.2001|Bawolato
12.14.03.2002|Bawozihono
12.14.03.2003|Bawo'otalua
12.14.03.2004|Golambanua I
12.14.03.2007|Hilisimaetano Balaekha
12.14.03.2009|Lahusa
12.14.03.2014|Tetezou
12.14.03.2016|Orahili Balaekha
12.14.03.2017|Harenoro
12.14.03.2018|Sarahililaza
12.14.03.2024|Hiliabolata
12.14.03.2025|Hiligambukha
12.14.03.2026|Sinar Baru Darodaro
12.14.03.2027|Hiliorudua
12.14.03.2032|Hilizomboi
12.14.03.2036|Oikhoda Balaekha
12.14.03.2037|Angorudua Balaekha
12.14.03.2038|Hilinawalo Balaekha
12.14.03.2039|Sobawagoli
12.14.03.2040|Lahusa I
12.14.03.2041|Hiliwatema
12.14.03.2042|Mogae
12.14.03.2043|Sinar Baho
12.14.04|Hibala
12.14.04.2001|Duru
12.14.04.2002|Tuwaso
12.14.04.2003|Hilioromao
12.14.04.2004|Eho
12.14.04.2005|Sialema
12.14.04.2006|Bowonifaoso
12.14.04.2007|Hilianombasela
12.14.04.2008|Lumbui Melayu
12.14.04.2009|Hiliorodua Tebolo
12.14.04.2010|Tebolo Melayu
12.14.04.2021|Lumbui Nias
12.14.04.2022|Baruyu Sibohou
12.14.04.2023|Sepakat
12.14.04.2024|Tano Mokinu
12.14.04.2025|Hilikana
12.14.04.2026|Hilinifaese
12.14.04.2027|Omega
12.14.05|Pulau-Pulau Batu
12.14.05.1046|Pasar Pulau Tello
12.14.05.2001|Hiliotalua
12.14.05.2002|Bawodobara
12.14.05.2003|Bawo'amahelato
12.14.05.2004|Bawo'omasio
12.14.05.2005|Loboi
12.14.05.2006|Hiliamaodula
12.14.05.2007|Baruyu Lasara
12.14.05.2008|Sifitu Ewali
12.14.05.2009|Rapa-rapa Melayu
12.14.05.2010|Sinauru
12.14.05.2011|Siofa Ewali
12.14.05.2012|Simaluaya
12.14.05.2013|Silima Ewali
12.14.05.2014|Sidua Ewali
12.14.05.2027|Balogia
12.14.05.2029|Lasonde
12.14.05.2041|Koto
12.14.05.2048|Onaya
12.14.05.2049|Sisarahili
12.14.05.2051|Sebuasi
12.14.05.2054|Orahili
12.14.06|Teluk Dalam
12.14.06.1008|Pasar Teluk Dalam
12.14.06.2006|Hiligeho
12.14.06.2007|Hilitobara
12.14.06.2009|Bawonifaoso
12.14.06.2010|Bawozaua
12.14.06.2011|Hiliganowo
12.14.06.2023|Bawodobara
12.14.06.2024|Bawolowalani
12.14.06.2025|Hilisao'otoniha
12.14.06.2026|Hilisondrekha
12.14.06.2040|Hiliamuri
12.14.06.2042|Hiliana'a
12.14.06.2043|Hiliganowo Salo'o
12.14.06.2044|Ganowo Saua
12.14.06.2045|Nanowa
12.14.06.2046|Hililaza
12.14.07|Amandraya
12.14.07.2004|Sifaoroasi
12.14.07.2005|Hilihoru
12.14.07.2006|Hilimbulawa
12.14.07.2008|Tuindrao
12.14.07.2009|Hilimbowo
12.14.07.2011|Mohili
12.14.07.2012|Lolozaria
12.14.07.2013|Lolomoyo
12.14.07.2014|Hilifadolo
12.14.07.2015|Orahili Eho
12.14.07.2016|Sisobahili
12.14.07.2023|Loloabolo
12.14.07.2024|Hilisalo'o
12.14.07.2026|Sirofi
12.14.07.2027|Hilindraso
12.14.07.2028|Hilimaera
12.14.07.2029|Boholu
12.14.07.2030|Amandraya
12.14.07.2031|Sinar Ino'o
12.14.07.2032|Tuindrao I
12.14.07.2033|Tuhemberua Amandraya
12.14.08|Lolowau
12.14.08.2001|Amuri
12.14.08.2004|Bawosalo'o Siwalawa
12.14.08.2009|Hilifadolo
12.14.08.2014|Lolofaoso
12.14.08.2015|Lolomoyo
12.14.08.2016|Lolowau
12.14.08.2017|Lolohowa
12.14.08.2022|Sisarahili Ekholo
12.14.08.2030|Tuhegafoa
12.14.08.2033|Botohili
12.14.08.2035|Hilikara
12.14.08.2044|Samiri
12.14.08.2047|Hilimbowo Siwalawa
12.14.08.2048|Nituwu Boho
12.14.09|Susua
12.14.09.2001|Sifalago Susua
12.14.09.2002|Orahili Susua
12.14.09.2003|Hiliana'a Susua
12.14.09.2004|Hiliorahua
12.14.09.2005|Hilimboe
12.14.09.2006|Hilimboho
12.14.09.2008|Hiliwaebu
12.14.09.2009|Hilidanayao
12.14.09.2010|Hilizamurugo
12.14.09.2011|Sisobahili
12.14.09.2012|Dao-dao Zanuwo
12.14.09.2013|Hiliorudua
12.14.09.2014|Bintang Baru
12.14.09.2015|Hilitobara Susua
12.14.09.2016|Orahua Uluzoi
12.14.09.2017|Hilisibohou
12.14.09.2018|Hiliadulosoi
12.14.09.2019|Orahili Bo'e
12.14.10|Maniamolo
12.14.10.2001|Hilisimaetano
12.14.10.2002|Bawogosali
12.14.10.2003|Hilifalawu
12.14.10.2005|Samadaya Hilisimaetano
12.14.10.2006|Idala Jaya Hilisimaetano
12.14.10.2007|Pekan Hilisimaetano
12.14.10.2008|Bonia Hilisimaetano
12.14.10.2009|Ndraso Hilisimaetano
12.14.10.2010|Faomasi Hilisimaetano
12.14.10.2011|Eho Hilisimaetano
12.14.10.2012|Soto'o Hilisimaetano
12.14.10.2013|Hiliaurifa Hilisimaetano
12.14.10.2015|Bawohosi Maniamolo
12.14.10.2016|Bawosaodano
12.14.11|Hilimegai
12.14.11.2001|Togizita
12.14.11.2002|Soledua
12.14.11.2003|Bawosalo'o Dao-dao
12.14.11.2004|Tuho'owo
12.14.11.2005|Togizita I
12.14.11.2007|Hilitoese
12.14.11.2008|Dao-dao Sowo
12.14.11.2009|Hiliadulo
12.14.11.2010|Soledua I
12.14.11.2011|Soledua II
12.14.12|Toma
12.14.12.2001|Hilisataro
12.14.12.2002|Hilinamoniha
12.14.12.2003|Hiliamaetaluo
12.14.12.2004|Bawoganowo
12.14.12.2005|Hili'alawa
12.14.12.2006|Hilindrasoniha
12.14.12.2007|Hilimagari
12.14.12.2008|Hilisataro Raya
12.14.12.2009|Hilisataro Gewa
12.14.12.2010|Hilisoromi
12.14.12.2011|Hiliasi
12.14.12.2012|Hilindraso Raya
12.14.12.2013|Hilisataro Nandisa
12.14.12.2014|Hilisataro Eho Sofayo
12.14.13|Mazino
12.14.13.2001|Hilizalo'otano
12.14.13.2002|Hilinawalo Mazino
12.14.13.2003|Lawindra
12.14.13.2004|Bawolahusa
12.14.13.2005|Hilizoroi Lawa
12.14.13.2006|Hilizalo'otano Laowo
12.14.13.2007|Hilizalo'otano Larono
12.14.13.2008|Hililaza Hilinawalo Mazino
12.14.13.2009|Hilifondege Hilizoroilawa
12.14.13.2010|Lolomboli
12.14.13.2011|Bawolahusa Doli-doli
12.14.14|Umbunasi
12.14.14.2001|Lawindra
12.14.14.2003|Sifaoro'asi Mola
12.14.14.2004|Hiliuso
12.14.14.2005|Balohili Mola
12.14.14.2006|Ambukha
12.14.14.2007|Tobualo
12.14.14.2008|Hilibadalu
12.14.14.2009|Foikhugaga
12.14.14.2010|Orlin
12.14.14.2011|Orahili Mola
12.14.14.2012|Umbunasi
12.14.15|Aramo
12.14.15.2001|Hilitotao
12.14.15.2002|Hiliorudua
12.14.15.2003|Sisobambowo
12.14.15.2004|Hiliamauzula
12.14.15.2005|Aramo
12.14.15.2006|Sikhorilafau
12.14.15.2007|Hilifadolo
12.14.15.2008|Hume
12.14.15.2009|Dao-dao
12.14.15.2010|Hilimagiao
12.14.15.2011|Hilisawato
12.14.15.2012|Balohao
12.14.15.2013|Hiligafoa
12.14.15.2014|Hilimbowo
12.14.15.2015|Hilimezaya
12.14.15.2016|Hiliadolowa
12.14.15.2017|Hiligumbu
12.14.15.2018|Bagoa
12.14.16|Pulau-Pulau Batu Timur
12.14.16.2001|Labuhan Hiu
12.14.16.2002|Labuhan Bazau
12.14.16.2003|Labuan Rima
12.14.16.2004|Lambak
12.14.16.2005|Bais
12.14.16.2006|Mahang Labara
12.14.16.2007|Adam
12.14.16.2008|Labara
12.14.16.2009|Bais Baru
12.14.16.2010|Labuan Rima Baru
12.14.17|Mazo
12.14.17.2001|Tetegawa'ai
12.14.17.2002|Hilimbaruzo
12.14.17.2003|Luahandroito
12.14.17.2005|Orahuahili
12.14.17.2006|Ulu Mazo
12.14.17.2007|Guigui
12.14.17.2009|Hilimaufa
12.14.17.2010|Siofabanua
12.14.17.2011|Tetegawa'ai Ehomo
12.14.17.2013|Tafulu
12.14.18|Fanayama
12.14.18.2001|Bawomataluo
12.14.18.2002|Orahili Fau
12.14.18.2003|Bawonahono
12.14.18.2005|Siwalawa
12.14.18.2006|Onohondro
12.14.18.2007|Hilinawalo Fau
12.14.18.2008|Lahusa Fau
12.14.18.2011|Hilizihono
12.14.18.2012|Hiliofonaluo
12.14.18.2015|Bawofanayama
12.14.18.2017|Hilikara Maha
12.14.18.2018|Hilisalawa
12.14.18.2019|Hiligito
12.14.18.2020|Siliwulawa
12.14.18.2021|Hilifarokha Lawa
12.14.18.2022|Eho Orahili
12.14.18.2023|Ete Batu
12.14.19|Ulunoyo
12.14.19.2001|Sambulu
12.14.19.2002|Orahili Ulunoyo
12.14.19.2003|Hiliwaebu
12.14.19.2004|Amorosa
12.14.19.2005|Marao
12.14.19.2006|Borowosi
12.14.19.2007|Hilimaera
12.14.19.2008|Suka Maju
12.14.19.2009|Loloana'a
12.14.19.2010|Hilifakhe
12.14.19.2011|Bawo Lolomatua
12.14.19.2012|Ambukha I
12.14.19.2013|Puncak Lolomatua
12.14.20|Huruna
12.14.20.2001|Ehosakhozi
12.14.20.2002|Bawohosi
12.14.20.2003|Hilizoliga
12.14.20.2004|Olayama
12.14.20.2005|Sifaoroasi
12.14.20.2006|Sifalago
12.14.20.2007|Lalimanawa
12.14.20.2008|Tundrumbaho
12.14.20.2009|Hiliuso
12.14.20.2010|Sisarahili Huruna
12.14.20.2011|Tarewe
12.14.20.2012|Fadoro Tuhemberua
12.14.20.2013|Hilifalawu
12.14.20.2014|Luahamofakhe
12.14.20.2015|Sifaoroasi Huruna
12.14.20.2016|Hilimanawa
12.14.20.2017|Mombawa Oladano
12.14.21|O'o'u
12.14.21.2001|Hilinamazihono
12.14.21.2002|Hilimbowo
12.14.21.2003|Simandraolo
12.14.21.2004|Bawosalo'o Bawoluo
12.14.21.2005|Hilimbuasi
12.14.21.2006|Simandraolo O'o'u
12.14.21.2007|Lolomaya
12.14.21.2008|Suka Maju
12.14.21.2009|Hiliorudua
12.14.21.2010|Hilinamazihono Moale
12.14.21.2011|Balohili O'o'u
12.14.22|Onohazumba
12.14.22.2001|Fadoro Ewo
12.14.22.2002|Soroma'asi
12.14.22.2003|Lauso
12.14.22.2004|Sisarahili Oyo
12.14.22.2005|Sisobahili Huruna
12.14.22.2006|Onohazumba
12.14.22.2007|Hiliweto
12.14.22.2008|Orahili Huruna
12.14.22.2009|Tetehosi
12.14.22.2010|Helefanikha
12.14.23|Hilisalawa'ahe
12.14.23.2001|Maluo
12.14.23.2002|Hiliadulo
12.14.23.2003|Umbuasi
12.14.23.2004|Sisobahili Siwalawa
12.14.23.2005|Manawadano
12.14.23.2006|Talio
12.14.23.2007|Anaoma
12.14.23.2008|Berua Siwalawa
12.14.23.2009|Umbuasi Barat
12.14.23.2010|Hiligodu
12.14.23.2011|Bukit Burasi
12.14.24|Ulususua
12.14.24.2001|Fondrakoraya
12.14.24.2002|Orudua Sibohou
12.14.24.2003|Sisarahili Susua
12.14.24.2004|Susua
12.14.24.2005|Lahusa Susua
12.14.24.2006|Ramba-ramba
12.14.24.2007|Hilinifaoso
12.14.24.2008|Sifaoroasi
12.14.24.2009|Amandraya
12.14.24.2010|Foikhu Fondrako
12.14.24.2011|Hiliwosi
12.14.24.2012|Orahili Fondrako
12.14.25|Sidua'ori
12.14.25.2001|Mondrowe
12.14.25.2002|Hilidohona
12.14.25.2003|Hililaora
12.14.25.2004|Uluidanoduo
12.14.25.2005|Umbu Sohahau
12.14.25.2006|Hilisao'oto
12.14.25.2007|Taluzusua
12.14.25.2008|Hilizanuwo
12.14.25.2009|Hoya
12.14.25.2010|Na'ai
12.14.25.2011|Olanori
12.14.26|Somambawa
12.14.26.2001|Sifitubanua
12.14.26.2002|Siwalu Banua
12.14.26.2003|Sitolu Banua
12.14.26.2004|Silima Banua
12.14.26.2005|Mehaga
12.14.26.2006|Sihare'o
12.14.26.2007|Golambanua II
12.14.26.2008|Oladano
12.14.26.2009|Fanedanu
12.14.26.2010|Hiliorahua Tasua
12.14.26.2011|Somambawa
12.14.26.2012|Gabungan Tasua
12.14.26.2013|Hilialawa
12.14.26.2014|Sinar Susua
12.14.27|Boronadu
12.14.27.2001|Sifalago Gomo
12.14.27.2002|Balohili Gomo
12.14.27.2003|Bohalu
12.14.27.2004|Orsedes
12.14.27.2005|Sinar Helaowo
12.14.27.2006|Siholi
12.14.27.2007|Tuhegafoa
12.14.27.2008|Perjuangan
12.14.27.2009|Lewa-lewa
12.14.27.2010|Siraha
12.14.28|Simuk
12.14.28.2001|Gobo
12.14.28.2002|Silina
12.14.28.2003|Maufa
12.14.28.2004|Gondia
12.14.28.2005|Gobo Baru
12.14.28.2006|Silina Baru
12.14.29|Pulau-Pulau Batu Barat
12.14.29.2001|Fuge
12.14.29.2002|Luaha Idano Pono
12.14.29.2003|Sigese
12.14.29.2004|Bawositora
12.14.29.2005|Bintuang
12.14.29.2006|Sibaranun
12.14.29.2007|Bawolawindra
12.14.29.2008|Hayo
12.14.29.2009|Hilizamorogotano
12.14.30|Pulau-Pulau Batu Utara
12.14.30.2001|Siofa Banua Lorang
12.14.30.2002|Silima Banua Marit
12.14.30.2003|Zia Biang
12.14.30.2004|Limo Biang
12.14.30.2005|Memong
12.14.30.2006|Bale-bale
12.14.30.2007|Teluk Limo
12.14.30.2008|Wawa
12.14.30.2009|Marit Baru
12.14.30.2010|Majino Lorang
12.14.30.2011|Afore Gobo
12.14.30.2012|Bale-bale Sibohou
12.14.31|Tanah Masa
12.14.31.2001|Baluta
12.14.31.2002|Eho Baluta
12.14.31.2003|Bawo Ofuloa
12.14.31.2004|Hale Baluta
12.14.31.2005|Bawo Orudua
12.14.31.2006|Jeke
12.14.31.2007|Makole
12.14.31.2008|Sifauruasi
12.14.31.2009|Bawo Analita Saeru
12.14.31.2010|Saeru Melayu
12.14.31.2011|Hiligeho Sogawu
12.14.31.2012|Hiliomasio
12.14.32|Luahagundre Maniamolo
12.14.32.2001|Botohilitano
12.14.32.2002|Botohilisalo'o
12.14.32.2003|Lagundri
12.14.32.2004|Orahili Faomasi
12.14.32.2005|Hiliamaetaniha
12.14.32.2006|Sondregeasi
